tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
352472	8615885	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615885	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615885	GO:0005737	IEA	located_in	cytoplasm	-	Component
352472	8615885	GO:0005829	IDA	located_in	cytosol	15483055	Component
352472	8615885	GO:0005886	IDA	located_in	plasma membrane	15483055	Component
352472	8615885	GO:0006468	IBA	involved_in	protein phosphorylation	21873635	Process
352472	8615885	GO:0006468	IEA	involved_in	protein phosphorylation	-	Process
352472	8615885	GO:0006935	IEA	involved_in	chemotaxis	-	Process
352472	8615885	GO:0007163	IMP	acts_upstream_of_or_within	establishment or maintenance of cell polarity	15483055	Process
352472	8615885	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615885	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615885	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615885	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615885	GO:0031267	IPI	enables	small GTPase binding	15470506	Function
352472	8615885	GO:0031273	IMP	acts_upstream_of_or_within	negative regulation of pseudopodium assembly	15483055	Process
352472	8615885	GO:0035556	IBA	involved_in	intracellular signal transduction	21873635	Process
352472	8615885	GO:0043325	IDA	enables	phosphatidylinositol-3,4-bisphosphate binding	15483055	Function
352472	8615885	GO:0043327	IMP	acts_upstream_of_or_within	chemotaxis to cAMP	15483055	Process
352472	8615885	GO:0043408	IBA	involved_in	regulation of MAPK cascade	21873635	Process
352472	8615885	GO:0046872	IEA	enables	metal ion binding	-	Function
352472	8615885	GO:0106310	IEA	enables	protein serine kinase activity	-	Function
352472	8615889	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615889	GO:0003677	IEA	enables	DNA binding	-	Function
352472	8615889	GO:0003690	IBA	enables	double-stranded DNA binding	21873635	Function
352472	8615889	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615889	GO:0005524	ISS	enables	ATP binding	-	Function
352472	8615889	GO:0005634	IBA	is_active_in	nucleus	21873635	Component
352472	8615889	GO:0005634	IEA	located_in	nucleus	-	Component
352472	8615889	GO:0005634	ISS	located_in	nucleus	-	Component
352472	8615889	GO:0006281	IEA	involved_in	DNA repair	-	Process
352472	8615889	GO:0006298	IBA	involved_in	mismatch repair	21873635	Process
352472	8615889	GO:0006298	IEA	involved_in	mismatch repair	-	Process
352472	8615889	GO:0006298	ISS	involved_in	mismatch repair	-	Process
352472	8615889	GO:0006974	IEA	involved_in	cellular response to DNA damage stimulus	-	Process
352472	8615889	GO:0030983	IBA	enables	mismatched DNA binding	21873635	Function
352472	8615889	GO:0030983	IEA	enables	mismatched DNA binding	-	Function
352472	8615889	GO:0030983	ISS	enables	mismatched DNA binding	-	Function
352472	8615889	GO:0032301	IBA	part_of	MutSalpha complex	21873635	Component
352472	8615889	GO:0032301	ISS	part_of	MutSalpha complex	-	Component
352472	8615890	GO:0003950	IBA	enables	NAD+ ADP-ribosyltransferase activity	21873635	Function
352472	8615890	GO:0003950	IEA	enables	NAD+ ADP-ribosyltransferase activity	-	Function
352472	8615890	GO:0005634	IEA	located_in	nucleus	-	Component
352472	8615890	GO:0005730	IBA	is_active_in	nucleolus	21873635	Component
352472	8615890	GO:0006302	IBA	involved_in	double-strand break repair	21873635	Process
352472	8615890	GO:0006471	IEA	involved_in	protein ADP-ribosylation	-	Process
352472	8615890	GO:0010225	IDA	acts_upstream_of_or_within	response to UV-C	25858552	Process
352472	8615890	GO:0010421	IGI	acts_upstream_of_or_within	hydrogen peroxide-mediated programmed cell death	24129923	Process
352472	8615890	GO:0010918	IGI	acts_upstream_of_or_within	positive regulation of mitochondrial membrane potential	24129923	Process
352472	8615890	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615890	GO:0016757	IEA	enables	glycosyltransferase activity	-	Function
352472	8615890	GO:0070212	IBA	involved_in	protein poly-ADP-ribosylation	21873635	Process
352472	8615890	GO:1990404	IBA	enables	protein ADP-ribosylase activity	21873635	Function
352472	8615894	GO:0003674	ND	enables	molecular_function	-	Function
352472	8615894	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615894	GO:0005739	IEA	located_in	mitochondrion	-	Component
352472	8615894	GO:0005743	IEA	located_in	mitochondrial inner membrane	-	Component
352472	8615894	GO:0006850	IBA	involved_in	mitochondrial pyruvate transmembrane transport	21873635	Process
352472	8615894	GO:0006850	IEA	involved_in	mitochondrial pyruvate transmembrane transport	-	Process
352472	8615894	GO:0008150	ND	involved_in	biological_process	-	Process
352472	8615894	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615894	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615894	GO:0031305	IBA	is_active_in	integral component of mitochondrial inner membrane	21873635	Component
352472	8615894	GO:0050833	IBA	enables	pyruvate transmembrane transporter activity	21873635	Function
352472	8615895	GO:0003674	ND	enables	molecular_function	-	Function
352472	8615895	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615895	GO:0005739	IEA	located_in	mitochondrion	-	Component
352472	8615895	GO:0005743	IEA	located_in	mitochondrial inner membrane	-	Component
352472	8615895	GO:0006850	IBA	involved_in	mitochondrial pyruvate transmembrane transport	21873635	Process
352472	8615895	GO:0006850	IEA	involved_in	mitochondrial pyruvate transmembrane transport	-	Process
352472	8615895	GO:0008150	ND	involved_in	biological_process	-	Process
352472	8615895	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615895	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615895	GO:0031305	IBA	is_active_in	integral component of mitochondrial inner membrane	21873635	Component
352472	8615895	GO:0050833	IBA	enables	pyruvate transmembrane transporter activity	21873635	Function
352472	8615898	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615898	GO:0004672	IBA	enables	protein kinase activity	21873635	Function
352472	8615898	GO:0004672	IEA	enables	protein kinase activity	-	Function
352472	8615898	GO:0004674	IEA	enables	protein serine/threonine kinase activity	-	Function
352472	8615898	GO:0004712	IEA	enables	protein serine/threonine/tyrosine kinase activity	-	Function
352472	8615898	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615898	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615898	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615898	GO:0006468	IEA	involved_in	protein phosphorylation	-	Process
352472	8615898	GO:0007165	IBA	involved_in	signal transduction	21873635	Process
352472	8615898	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615898	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615898	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615898	GO:0106310	IEA	enables	protein serine kinase activity	-	Function
352472	8615903	GO:0005783	IBA	is_active_in	endoplasmic reticulum	21873635	Component
352472	8615903	GO:0005783	IEA	located_in	endoplasmic reticulum	-	Component
352472	8615903	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	-	Component
352472	8615903	GO:0006614	IEA	involved_in	SRP-dependent cotranslational protein targeting to membrane	-	Process
352472	8615903	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615903	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615906	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615906	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615907	GO:0000502	IEA	part_of	proteasome complex	-	Component
352472	8615907	GO:0005634	IEA	located_in	nucleus	-	Component
352472	8615907	GO:0005634	IPI	located_in	nucleus	8130037	Component
352472	8615907	GO:0005737	IEA	located_in	cytoplasm	-	Component
352472	8615907	GO:0005737	IPI	located_in	cytoplasm	8130037	Component
352472	8615907	GO:0005839	IBA	part_of	proteasome core complex	21873635	Component
352472	8615907	GO:0005839	IEA	part_of	proteasome core complex	-	Component
352472	8615907	GO:0006511	IEA	involved_in	ubiquitin-dependent protein catabolic process	-	Process
352472	8615907	GO:0008233	IDA	enables	peptidase activity	8130037	Function
352472	8615907	GO:0010498	IBA	involved_in	proteasomal protein catabolic process	21873635	Process
352472	8615907	GO:0019773	IBA	part_of	proteasome core complex, alpha-subunit complex	21873635	Component
352472	8615907	GO:0019773	IEA	part_of	proteasome core complex, alpha-subunit complex	-	Component
352472	8615907	GO:0019773	ISS	part_of	proteasome core complex, alpha-subunit complex	-	Component
352472	8615907	GO:0044257	IDA	involved_in	cellular protein catabolic process	8130037	Process
352472	8615907	GO:0051603	IEA	involved_in	proteolysis involved in cellular protein catabolic process	-	Process
352472	8615910	GO:0005829	IBA	is_active_in	cytosol	21873635	Component
352472	8615910	GO:0008837	IBA	enables	diaminopimelate epimerase activity	21873635	Function
352472	8615910	GO:0008837	IEA	enables	diaminopimelate epimerase activity	-	Function
352472	8615910	GO:0009089	IBA	involved_in	lysine biosynthetic process via diaminopimelate	21873635	Process
352472	8615910	GO:0009089	IEA	involved_in	lysine biosynthetic process via diaminopimelate	-	Process
352472	8615910	GO:0016853	IEA	enables	isomerase activity	-	Function
352472	8615912	GO:0003860	IBA	enables	3-hydroxyisobutyryl-CoA hydrolase activity	21873635	Function
352472	8615912	GO:0003860	IEA	enables	3-hydroxyisobutyryl-CoA hydrolase activity	-	Function
352472	8615912	GO:0003860	ISS	enables	3-hydroxyisobutyryl-CoA hydrolase activity	-	Function
352472	8615912	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615912	GO:0005739	IBA	is_active_in	mitochondrion	21873635	Component
352472	8615912	GO:0005739	IEA	located_in	mitochondrion	-	Component
352472	8615912	GO:0006574	IBA	involved_in	valine catabolic process	21873635	Process
352472	8615912	GO:0006574	IEA	involved_in	valine catabolic process	-	Process
352472	8615912	GO:0009083	IEA	involved_in	branched-chain amino acid catabolic process	-	Process
352472	8615912	GO:0016787	IEA	enables	hydrolase activity	-	Function
352472	8615914	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615914	GO:0004672	IEA	enables	protein kinase activity	-	Function
352472	8615914	GO:0004674	IEA	enables	protein serine/threonine kinase activity	-	Function
352472	8615914	GO:0004674	ISS	enables	protein serine/threonine kinase activity	-	Function
352472	8615914	GO:0004693	IBA	enables	cyclin-dependent protein serine/threonine kinase activity	21873635	Function
352472	8615914	GO:0004693	IEA	enables	cyclin-dependent protein serine/threonine kinase activity	-	Function
352472	8615914	GO:0004712	IEA	enables	protein serine/threonine/tyrosine kinase activity	-	Function
352472	8615914	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615914	GO:0005634	IBA	is_active_in	nucleus	21873635	Component
352472	8615914	GO:0005634	ISS	located_in	nucleus	-	Component
352472	8615914	GO:0006468	IBA	involved_in	protein phosphorylation	21873635	Process
352472	8615914	GO:0006468	IEA	involved_in	protein phosphorylation	-	Process
352472	8615914	GO:0006468	ISS	acts_upstream_of_or_within	protein phosphorylation	-	Process
352472	8615914	GO:0007346	IBA	involved_in	regulation of mitotic cell cycle	21873635	Process
352472	8615914	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615914	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615914	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615914	GO:0106310	IEA	enables	protein serine kinase activity	-	Function
352472	8615915	GO:0003674	ND	enables	molecular_function	-	Function
352472	8615915	GO:0005576	IDA	located_in	extracellular region	15947191	Component
352472	8615915	GO:0005576	IEA	located_in	extracellular region	-	Component
352472	8615915	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615915	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615915	GO:0030587	HMP	acts_upstream_of_or_within	sorocarp development	17659086	Process
352472	8615916	GO:0004672	IEA	enables	protein kinase activity	-	Function
352472	8615916	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615916	GO:0005813	TAS	located_in	centrosome	15548420	Component
352472	8615916	GO:0006468	IEA	involved_in	protein phosphorylation	-	Process
352472	8615920	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615920	GO:0004788	IBA	enables	thiamine diphosphokinase activity	21873635	Function
352472	8615920	GO:0004788	IEA	enables	thiamine diphosphokinase activity	-	Function
352472	8615920	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615920	GO:0006772	IEA	involved_in	thiamine metabolic process	-	Process
352472	8615920	GO:0009229	IBA	involved_in	thiamine diphosphate biosynthetic process	21873635	Process
352472	8615920	GO:0009229	IEA	involved_in	thiamine diphosphate biosynthetic process	-	Process
352472	8615920	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615920	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615920	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615920	GO:0030975	IEA	enables	thiamine binding	-	Function
352472	8615920	GO:0031012	HDA	located_in	extracellular matrix	26152465	Component
352472	8615920	GO:0042723	IEA	involved_in	thiamine-containing compound metabolic process	-	Process
352472	8615921	GO:0005886	IBA	is_active_in	plasma membrane	21873635	Component
352472	8615921	GO:0007015	IBA	involved_in	actin filament organization	21873635	Process
352472	8615921	GO:0048870	IBA	involved_in	cell motility	21873635	Process
352472	8615932	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615932	GO:0003824	IEA	enables	catalytic activity	-	Function
352472	8615932	GO:0004845	IBA	enables	uracil phosphoribosyltransferase activity	21873635	Function
352472	8615932	GO:0004845	IEA	enables	uracil phosphoribosyltransferase activity	-	Function
352472	8615932	GO:0004845	ISS	enables	uracil phosphoribosyltransferase activity	-	Function
352472	8615932	GO:0005525	IEA	enables	GTP binding	-	Function
352472	8615932	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615932	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615932	GO:0008152	IEA	involved_in	metabolic process	-	Process
352472	8615932	GO:0008655	ISS	acts_upstream_of_or_within	pyrimidine-containing compound salvage	-	Process
352472	8615932	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615932	GO:0016757	IEA	enables	glycosyltransferase activity	-	Function
352472	8615932	GO:0044206	IEA	involved_in	UMP salvage	-	Process
352472	8615933	GO:0004784	IBA	enables	superoxide dismutase activity	21873635	Function
352472	8615933	GO:0004784	IEA	enables	superoxide dismutase activity	-	Function
352472	8615933	GO:0004784	IMP	enables	superoxide dismutase activity	12840076	Function
352472	8615933	GO:0005507	IBA	enables	copper ion binding	21873635	Function
352472	8615933	GO:0006801	IEA	involved_in	superoxide metabolic process	-	Process
352472	8615933	GO:0006801	IMP	acts_upstream_of_or_within	superoxide metabolic process	12840076	Process
352472	8615933	GO:0006979	IEP	acts_upstream_of_or_within	response to oxidative stress	12913271	Process
352472	8615933	GO:0009617	HEP	acts_upstream_of_or_within	response to bacterium	19482547	Process
352472	8615933	GO:0016209	IEA	enables	antioxidant activity	-	Function
352472	8615933	GO:0016491	IEA	enables	oxidoreductase activity	-	Function
352472	8615933	GO:0019430	IBA	involved_in	removal of superoxide radicals	21873635	Process
352472	8615933	GO:0031012	HDA	located_in	extracellular matrix	26152465	Component
352472	8615933	GO:0031152	IMP	acts_upstream_of_or_within	aggregation involved in sorocarp development	12840076	Process
352472	8615933	GO:0042542	IEP	acts_upstream_of_or_within	response to hydrogen peroxide	12186757	Process
352472	8615933	GO:0045335	HDA	located_in	phagocytic vesicle	19482547	Component
352472	8615933	GO:0046872	IEA	enables	metal ion binding	-	Function
352472	8615933	GO:1904643	IDA	acts_upstream_of_or_within	response to curcumin	29135990	Process
352472	8615936	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615936	GO:0004672	IBA	enables	protein kinase activity	21873635	Function
352472	8615936	GO:0004672	IEA	enables	protein kinase activity	-	Function
352472	8615936	GO:0004674	IEA	enables	protein serine/threonine kinase activity	-	Function
352472	8615936	GO:0004712	IEA	enables	protein serine/threonine/tyrosine kinase activity	-	Function
352472	8615936	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615936	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615936	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615936	GO:0006468	IEA	involved_in	protein phosphorylation	-	Process
352472	8615936	GO:0007165	IBA	involved_in	signal transduction	21873635	Process
352472	8615936	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615936	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615936	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615936	GO:0106310	IEA	enables	protein serine kinase activity	-	Function
352472	8615938	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615938	GO:0003777	IBA	enables	microtubule motor activity	21873635	Function
352472	8615938	GO:0003777	IDA	enables	microtubule motor activity	10854856	Function
352472	8615938	GO:0003777	IEA	enables	microtubule motor activity	-	Function
352472	8615938	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615938	GO:0005634	IBA	is_active_in	nucleus	21873635	Component
352472	8615938	GO:0005634	IDA	located_in	nucleus	10854856	Component
352472	8615938	GO:0005634	IEA	located_in	nucleus	-	Component
352472	8615938	GO:0005737	IEA	located_in	cytoplasm	-	Component
352472	8615938	GO:0005815	IBA	is_active_in	microtubule organizing center	21873635	Component
352472	8615938	GO:0005819	IEA	located_in	spindle	-	Component
352472	8615938	GO:0005856	IEA	located_in	cytoskeleton	-	Component
352472	8615938	GO:0005871	IBA	part_of	kinesin complex	21873635	Component
352472	8615938	GO:0005874	IBA	is_active_in	microtubule	21873635	Component
352472	8615938	GO:0005874	IEA	located_in	microtubule	-	Component
352472	8615938	GO:0007018	IBA	involved_in	microtubule-based movement	21873635	Process
352472	8615938	GO:0007018	IEA	involved_in	microtubule-based movement	-	Process
352472	8615938	GO:0008017	IBA	enables	microtubule binding	21873635	Function
352472	8615938	GO:0008017	IDA	enables	microtubule binding	10854856	Function
352472	8615938	GO:0008017	IEA	enables	microtubule binding	-	Function
352472	8615938	GO:0008574	IDA	enables	plus-end-directed microtubule motor activity	9693369	Function
352472	8615938	GO:0016887	IBA	enables	ATP hydrolysis activity	21873635	Function
352472	8615938	GO:0072686	IBA	is_active_in	mitotic spindle	21873635	Component
352472	8615938	GO:0072686	IDA	located_in	mitotic spindle	10854856	Component
352472	8615938	GO:0090307	IBA	involved_in	mitotic spindle assembly	21873635	Process
352472	8615939	GO:0005096	IBA	enables	GTPase activator activity	21873635	Function
352472	8615939	GO:0005096	IEA	enables	GTPase activator activity	-	Function
352472	8615939	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615939	GO:0005737	IEA	located_in	cytoplasm	-	Component
352472	8615939	GO:0007165	IEA	involved_in	signal transduction	-	Process
352472	8615939	GO:0050790	IEA	involved_in	regulation of catalytic activity	-	Process
352472	8615943	GO:0005886	IEA	located_in	plasma membrane	-	Component
352472	8615943	GO:0016020	IEA	located_in	membrane	-	Component
352472	8615943	GO:0016021	IEA	located_in	integral component of membrane	-	Component
352472	8615943	GO:0020037	IEA	enables	heme binding	-	Function
352472	8615943	GO:0030587	IMP	acts_upstream_of_or_within	sorocarp development	15950752	Process
352472	8615943	GO:0030670	IDA	colocalizes_with	phagocytic vesicle membrane	32457245	Component
352472	8615943	GO:0042554	IBA	involved_in	superoxide anion generation	21873635	Process
352472	8615943	GO:0043020	IBA	part_of	NADPH oxidase complex	21873635	Component
352472	8615943	GO:0045087	ISS	involved_in	innate immune response	-	Process
352472	8615949	GO:0003674	ND	enables	molecular_function	-	Function
352472	8615949	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615949	GO:0008150	ND	involved_in	biological_process	-	Process
352472	8615949	GO:0046872	IEA	enables	metal ion binding	-	Function
352472	8615951	GO:0000166	IEA	enables	nucleotide binding	-	Function
352472	8615951	GO:0005524	IEA	enables	ATP binding	-	Function
352472	8615951	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615951	GO:0005886	IBA	is_active_in	plasma membrane	21873635	Component
352472	8615951	GO:0016301	IEA	enables	kinase activity	-	Function
352472	8615951	GO:0016307	IEA	enables	phosphatidylinositol phosphate kinase activity	-	Function
352472	8615951	GO:0016307	ISS	enables	phosphatidylinositol phosphate kinase activity	-	Function
352472	8615951	GO:0016308	IBA	enables	1-phosphatidylinositol-4-phosphate 5-kinase activity	21873635	Function
352472	8615951	GO:0016308	IDA	enables	1-phosphatidylinositol-4-phosphate 5-kinase activity	24485835	Function
352472	8615951	GO:0016310	IEA	involved_in	phosphorylation	-	Process
352472	8615951	GO:0016740	IEA	enables	transferase activity	-	Function
352472	8615951	GO:0032147	IMP	acts_upstream_of_or_within	activation of protein kinase activity	24485835	Process
352472	8615951	GO:0043327	IMP	acts_upstream_of_or_within	chemotaxis to cAMP	24485835	Process
352472	8615951	GO:0046488	IEA	involved_in	phosphatidylinositol metabolic process	-	Process
352472	8615951	GO:0046578	IMP	acts_upstream_of_or_within	regulation of Ras protein signal transduction	24485835	Process
352472	8615951	GO:0046854	IBA	involved_in	phosphatidylinositol phosphate biosynthetic process	21873635	Process
352472	8615951	GO:1902635	IMP	acts_upstream_of_or_within	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	24485835	Process
352472	8615954	GO:0003674	ND	enables	molecular_function	-	Function
352472	8615954	GO:0005575	ND	is_active_in	cellular_component	-	Component
352472	8615954	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
352472	8615954	GO:0006457	IBA	involved_in	protein folding	21873635	Process
352472	8615954	GO:0006457	IEA	involved_in	protein folding	-	Process
