tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
9913	280685	GO:0006953	IEA	involved_in	acute-phase response	-	Process
9913	280685	GO:0030194	IDA	involved_in	positive regulation of blood coagulation	6282863	Process
9913	280685	GO:0051258	IDA	involved_in	protein polymerization	12706644	Process
9913	280685	GO:0070051	IPI	enables	fibrinogen binding	12706644	Function
9913	280686	GO:0001938	ISS	involved_in	positive regulation of endothelial cell proliferation	-	Process
9913	280686	GO:0002020	IEA	enables	protease binding	-	Function
9913	280686	GO:0002541	ISS	involved_in	activation of plasma proteins involved in acute inflammatory response	-	Process
9913	280686	GO:0004252	IEA	enables	serine-type endopeptidase activity	-	Function
9913	280686	GO:0005543	ISS	enables	phospholipid binding	-	Function
9913	280686	GO:0005615	ISS	located_in	extracellular space	-	Component
9913	280686	GO:0006919	ISS	involved_in	activation of cysteine-type endopeptidase activity involved in apoptotic process	-	Process
9913	280686	GO:0007596	IEA	involved_in	blood coagulation	-	Process
9913	280686	GO:0009986	ISS	located_in	cell surface	-	Component
9913	280686	GO:0010641	ISS	involved_in	positive regulation of platelet-derived growth factor receptor signaling pathway	-	Process
9913	280686	GO:0031012	ISS	located_in	extracellular matrix	-	Component
9913	280686	GO:0032757	IEA	involved_in	positive regulation of interleukin-8 production	-	Process
9913	280686	GO:0045766	ISS	involved_in	positive regulation of angiogenesis	-	Process
9913	280686	GO:0051897	ISS	involved_in	positive regulation of protein kinase B signaling	-	Process
9913	280686	GO:0062023	IEA	located_in	collagen-containing extracellular matrix	-	Component
9913	280686	GO:1905286	IEA	part_of	serine-type peptidase complex	-	Component
9913	280687	GO:0005507	IEA	enables	copper ion binding	-	Function
9913	280687	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280688	GO:0000287	IDA	enables	magnesium ion binding	12695512	Function
9913	280688	GO:0004175	IDA	enables	endopeptidase activity	6782101	Function
9913	280688	GO:0004175	ISS	enables	endopeptidase activity	-	Function
9913	280688	GO:0004252	IEA	enables	serine-type endopeptidase activity	-	Function
9913	280688	GO:0005509	IDA	enables	calcium ion binding	12695512	Function
9913	280688	GO:0005509	ISS	enables	calcium ion binding	-	Function
9913	280688	GO:0005615	ISS	located_in	extracellular space	-	Component
9913	280688	GO:0006508	ISS	involved_in	proteolysis	-	Process
9913	280688	GO:0007596	ISS	involved_in	blood coagulation	-	Process
9913	280688	GO:0031638	IDA	involved_in	zymogen activation	6782101	Process
9913	280691	GO:0000786	IEA	part_of	nucleosome	-	Component
9913	280691	GO:0005654	TAS	located_in	nucleoplasm	-	Component
9913	280691	GO:0006352	IEA	involved_in	DNA-templated transcription, initiation	-	Process
9913	280691	GO:0046982	IEA	enables	protein heterodimerization activity	-	Function
9913	280692	GO:0006953	IEA	involved_in	acute-phase response	-	Process
9913	280692	GO:0016209	IEA	enables	antioxidant activity	-	Function
9913	280692	GO:0030492	IEA	enables	hemoglobin binding	-	Function
9913	280692	GO:0042742	IEA	involved_in	defense response to bacterium	-	Process
9913	280692	GO:0098869	IEA	involved_in	cellular oxidant detoxification	-	Process
9913	280695	GO:0005344	IEA	enables	oxygen carrier activity	-	Function
9913	280695	GO:0020037	IEA	enables	heme binding	-	Function
9913	280695	GO:0046872	IEA	enables	metal ion binding	-	Function
9913	280699	GO:0002020	IEA	enables	protease binding	-	Function
9913	280699	GO:0005783	IEA	located_in	endoplasmic reticulum	-	Component
9913	280699	GO:0005794	IEA	located_in	Golgi apparatus	-	Component
9913	280699	GO:0042802	IEA	enables	identical protein binding	-	Function
9913	280705	GO:0005615	IEA	located_in	extracellular space	-	Component
9913	280705	GO:0006826	IEA	involved_in	iron ion transport	-	Process
9913	280705	GO:0006879	IEA	involved_in	cellular iron ion homeostasis	-	Process
9913	280705	GO:0008199	IEA	enables	ferric iron binding	-	Function
9913	280706	GO:0005179	IEA	enables	hormone activity	-	Function
9913	280706	GO:0005615	ISS	located_in	extracellular space	-	Component
9913	280706	GO:0006590	ISS	involved_in	thyroid hormone generation	-	Process
9913	280706	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280706	GO:0042393	IPI	enables	histone binding	9664069	Function
9913	280706	GO:0042446	IEA	involved_in	hormone biosynthetic process	-	Process
9913	280707	GO:0005506	IEA	enables	iron ion binding	-	Function
9913	280707	GO:0042136	IEA	involved_in	neurotransmitter biosynthetic process	-	Process
9913	280707	GO:0048471	ISS	located_in	perinuclear region of cytoplasm	-	Component
9913	280707	GO:1990384	ISS	involved_in	hyaloid vascular plexus regression	-	Process
9913	280710	GO:0004712	IEA	enables	protein serine/threonine/tyrosine kinase activity	-	Function
9913	280710	GO:0004714	IEA	enables	transmembrane receptor protein tyrosine kinase activity	-	Function
9913	280710	GO:0005515	IPI	enables	protein binding	11799118	Function
9913	280710	GO:0005524	IEA	enables	ATP binding	-	Function
9913	280710	GO:0005634	ISS	located_in	nucleus	-	Component
9913	280710	GO:0005737	ISS	located_in	cytoplasm	-	Component
9913	280710	GO:0005768	ISS	located_in	endosome	-	Component
9913	280710	GO:0005829	IEA	located_in	cytosol	-	Component
9913	280710	GO:0005886	ISS	located_in	plasma membrane	-	Component
9913	280710	GO:0005905	IEA	located_in	clathrin-coated pit	-	Component
9913	280710	GO:0005912	IEA	located_in	adherens junction	-	Component
9913	280710	GO:0006897	IEA	involved_in	endocytosis	-	Process
9913	280710	GO:0016310	ISS	involved_in	phosphorylation	-	Process
9913	280710	GO:0018108	IEA	involved_in	peptidyl-tyrosine phosphorylation	-	Process
9913	280710	GO:0030136	IEA	located_in	clathrin-coated vesicle	-	Component
9913	280710	GO:0030659	IEA	located_in	cytoplasmic vesicle membrane	-	Component
9913	280710	GO:0046872	IEA	enables	metal ion binding	-	Function
9913	280710	GO:0106310	IEA	enables	protein serine kinase activity	-	Function
9913	280710	GO:0106311	IEA	enables	protein threonine kinase activity	-	Function
9913	280712	GO:0004000	ISS	enables	adenosine deaminase activity	-	Function
9913	280712	GO:0005515	IPI	enables	protein binding	22001206	Function
9913	280712	GO:0005764	IEA	located_in	lysosome	-	Component
9913	280712	GO:0006154	ISS	involved_in	adenosine catabolic process	-	Process
9913	280712	GO:0007155	IEA	involved_in	cell adhesion	-	Process
9913	280712	GO:0008270	ISS	enables	zinc ion binding	-	Function
9913	280712	GO:0009117	IEA	involved_in	nucleotide metabolic process	-	Process
9913	280712	GO:0009168	IEA	involved_in	purine ribonucleoside monophosphate biosynthetic process	-	Process
9913	280712	GO:0030054	IEA	located_in	cell junction	-	Component
9913	280712	GO:0046103	ISS	involved_in	inosine biosynthetic process	-	Process
9913	280712	GO:0060205	IEA	located_in	cytoplasmic vesicle lumen	-	Component
9913	280713	GO:0005179	IEA	enables	hormone activity	-	Function
9913	280713	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280713	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280715	GO:0004550	ISS	enables	nucleoside diphosphate kinase activity	-	Function
9913	280715	GO:0005524	IEA	enables	ATP binding	-	Function
9913	280715	GO:0006165	ISS	involved_in	nucleoside diphosphate phosphorylation	-	Process
9913	280715	GO:0006172	IEA	involved_in	ADP biosynthetic process	-	Process
9913	280715	GO:0009142	ISS	involved_in	nucleoside triphosphate biosynthetic process	-	Process
9913	280715	GO:0046033	IEA	involved_in	AMP metabolic process	-	Process
9913	280715	GO:0046034	IEA	involved_in	ATP metabolic process	-	Process
9913	280715	GO:0046940	IEA	involved_in	nucleoside monophosphate phosphorylation	-	Process
9913	280716	GO:0005524	IEA	enables	ATP binding	-	Function
9913	280716	GO:0005739	ISS	located_in	mitochondrion	-	Component
9913	280716	GO:0005743	ISS	located_in	mitochondrial inner membrane	-	Component
9913	280716	GO:0005758	IEA	located_in	mitochondrial intermembrane space	-	Component
9913	280716	GO:0006172	IEA	involved_in	ADP biosynthetic process	-	Process
9913	280716	GO:0016310	IEA	involved_in	phosphorylation	-	Process
9913	280716	GO:0046033	IEA	involved_in	AMP metabolic process	-	Process
9913	280716	GO:0046034	IEA	involved_in	ATP metabolic process	-	Process
9913	280716	GO:0046940	IEA	involved_in	nucleoside monophosphate phosphorylation	-	Process
9913	280717	GO:0003677	ISS	enables	DNA binding	-	Function
9913	280717	GO:0005504	ISS	enables	fatty acid binding	-	Function
9913	280717	GO:0005515	IPI	enables	protein binding	21037097|21979047	Function
9913	280717	GO:0005576	TAS	located_in	extracellular region	-	Component
9913	280717	GO:0005615	IEA	located_in	extracellular space	-	Component
9913	280717	GO:0009267	ISS	involved_in	cellular response to starvation	-	Process
9913	280717	GO:0015643	ISS	enables	toxic substance binding	-	Function
9913	280717	GO:0019825	ISS	contributes_to	oxygen binding	-	Function
9913	280717	GO:0030170	ISS	enables	pyridoxal phosphate binding	-	Function
9913	280717	GO:0032991	ISS	part_of	protein-containing complex	-	Component
9913	280717	GO:0043066	ISS	involved_in	negative regulation of apoptotic process	-	Process
9913	280717	GO:0046872	IEA	enables	metal ion binding	-	Function
9913	280717	GO:0051659	ISS	involved_in	maintenance of mitochondrion location	-	Process
9913	280717	GO:1903981	IDA	enables	enterobactin binding	6234017	Function
9913	280718	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280718	GO:0007506	IEA	involved_in	gonadal mesoderm development	-	Process
9913	280718	GO:0008083	IEA	enables	growth factor activity	-	Function
9913	280718	GO:0030154	IEA	involved_in	cell differentiation	-	Process
9913	280719	GO:0004047	ISS	enables	aminomethyltransferase activity	-	Function
9913	280719	GO:0005739	IDA	located_in	mitochondrion	2211640	Component
9913	280719	GO:0005739	TAS	located_in	mitochondrion	2002038	Component
9913	280719	GO:0005743	TAS	located_in	mitochondrial inner membrane	2211640	Component
9913	280719	GO:0006546	TAS	involved_in	glycine catabolic process	2002038	Process
9913	280719	GO:0008483	IEA	enables	transaminase activity	-	Function
9913	280719	GO:0019464	ISS	involved_in	glycine decarboxylation via glycine cleavage system	-	Process
9913	280719	GO:0031405	IDA	enables	lipoic acid binding	2211640	Function
9913	280720	GO:0003676	IEA	enables	nucleic acid binding	-	Function
9913	280720	GO:0004519	IEA	enables	endonuclease activity	-	Function
9913	280720	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280722	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280722	GO:0005634	IEA	located_in	nucleus	-	Component
9913	280722	GO:0005769	ISS	located_in	early endosome	-	Component
9913	280722	GO:0005798	ISS	located_in	Golgi-associated vesicle	-	Component
9913	280722	GO:0005905	IEA	located_in	clathrin-coated pit	-	Component
9913	280722	GO:0007399	IEA	involved_in	nervous system development	-	Process
9913	280722	GO:0009986	IEA	located_in	cell surface	-	Component
9913	280722	GO:0016021	IEA	located_in	integral component of membrane	-	Component
9913	280722	GO:0030426	IEA	located_in	growth cone	-	Component
9913	280722	GO:0043204	IEA	located_in	perikaryon	-	Component
9913	280722	GO:0050890	ISS	acts_upstream_of_or_within	cognition	-	Process
9913	280722	GO:0055037	ISS	located_in	recycling endosome	-	Component
9913	280726	GO:0000050	IEA	involved_in	urea cycle	-	Process
9913	280726	GO:0000050	ISS	involved_in	urea cycle	-	Process
9913	280726	GO:0004055	ISS	enables	argininosuccinate synthase activity	-	Function
9913	280726	GO:0005524	IEA	enables	ATP binding	-	Function
9913	280726	GO:0005829	ISS	located_in	cytosol	-	Component
9913	280726	GO:0006526	IEA	involved_in	arginine biosynthetic process	-	Process
9913	280726	GO:0006526	ISS	involved_in	arginine biosynthetic process	-	Process
9913	280726	GO:0007623	ISS	involved_in	circadian rhythm	-	Process
9913	280728	GO:0005185	IEA	enables	neurohypophyseal hormone activity	-	Function
9913	280728	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280728	GO:0042310	IEA	involved_in	vasoconstriction	-	Process
9913	280729	GO:0002474	IEA	involved_in	antigen processing and presentation of peptide antigen via MHC class I	-	Process
9913	280729	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280729	GO:0006955	IEA	involved_in	immune response	-	Process
9913	280729	GO:0042612	IEA	part_of	MHC class I protein complex	-	Component
9913	280730	GO:0001783	ISS	involved_in	B cell apoptotic process	-	Process
9913	280730	GO:0001836	ISS	involved_in	release of cytochrome c from mitochondria	-	Process
9913	280730	GO:0005634	ISS	located_in	nucleus	-	Component
9913	280730	GO:0005737	ISS	located_in	cytoplasm	-	Component
9913	280730	GO:0005739	ISS	located_in	mitochondrion	-	Component
9913	280730	GO:0005741	ISS	located_in	mitochondrial outer membrane	-	Component
9913	280730	GO:0005757	ISS	part_of	mitochondrial permeability transition pore complex	-	Component
9913	280730	GO:0005783	ISS	located_in	endoplasmic reticulum	-	Component
9913	280730	GO:0005789	ISS	located_in	endoplasmic reticulum membrane	-	Component
9913	280730	GO:0005829	ISS	located_in	cytosol	-	Component
9913	280730	GO:0006919	ISS	involved_in	activation of cysteine-type endopeptidase activity involved in apoptotic process	-	Process
9913	280730	GO:0008053	ISS	involved_in	mitochondrial fusion	-	Process
9913	280730	GO:0008289	ISS	enables	lipid binding	-	Function
9913	280730	GO:0008635	ISS	involved_in	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	-	Process
9913	280730	GO:0008637	ISS	involved_in	apoptotic mitochondrial changes	-	Process
9913	280730	GO:0009636	ISS	involved_in	response to toxic substance	-	Process
9913	280730	GO:0010248	ISS	involved_in	establishment or maintenance of transmembrane electrochemical gradient	-	Process
9913	280730	GO:0010917	ISS	involved_in	negative regulation of mitochondrial membrane potential	-	Process
9913	280730	GO:0015267	ISS	enables	channel activity	-	Function
9913	280730	GO:0031334	ISS	involved_in	positive regulation of protein-containing complex assembly	-	Process
9913	280730	GO:0032091	ISS	involved_in	negative regulation of protein binding	-	Process
9913	280730	GO:0032976	ISS	involved_in	release of matrix enzymes from mitochondria	-	Process
9913	280730	GO:0042803	ISS	enables	protein homodimerization activity	-	Function
9913	280730	GO:0042981	ISS	involved_in	regulation of apoptotic process	-	Process
9913	280730	GO:0043065	ISS	involved_in	positive regulation of apoptotic process	-	Process
9913	280730	GO:0043525	ISS	involved_in	positive regulation of neuron apoptotic process	-	Process
9913	280730	GO:0043653	ISS	involved_in	mitochondrial fragmentation involved in apoptotic process	-	Process
9913	280730	GO:0046930	ISS	part_of	pore complex	-	Component
9913	280730	GO:0051434	ISS	enables	BH3 domain binding	-	Function
9913	280730	GO:0051881	ISS	involved_in	regulation of mitochondrial membrane potential	-	Process
9913	280730	GO:0070059	ISS	involved_in	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	-	Process
9913	280730	GO:0090200	ISS	involved_in	positive regulation of release of cytochrome c from mitochondria	-	Process
9913	280730	GO:0097136	ISS	part_of	Bcl-2 family protein complex	-	Component
9913	280730	GO:0097144	ISS	part_of	BAX complex	-	Component
9913	280730	GO:0097190	ISS	involved_in	apoptotic signaling pathway	-	Process
9913	280730	GO:0097193	ISS	involved_in	intrinsic apoptotic signaling pathway	-	Process
9913	280730	GO:1900103	ISS	involved_in	positive regulation of endoplasmic reticulum unfolded protein response	-	Process
9913	280730	GO:2001244	ISS	involved_in	positive regulation of intrinsic apoptotic signaling pathway	-	Process
9913	280733	GO:0005539	IEA	enables	glycosaminoglycan binding	-	Function
9913	280733	GO:0005576	TAS	located_in	extracellular region	-	Component
9913	280733	GO:0019800	IEA	involved_in	peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan	-	Process
9913	280733	GO:0030133	ISS	located_in	transport vesicle	-	Component
9913	280733	GO:0031012	IEA	located_in	extracellular matrix	-	Component
9913	280733	GO:0042383	IEA	located_in	sarcolemma	-	Component
9913	280733	GO:0050840	IEA	enables	extracellular matrix binding	-	Function
9913	280733	GO:0060348	IEA	involved_in	bone development	-	Process
9913	280733	GO:0061975	IEA	involved_in	articular cartilage development	-	Process
9913	280734	GO:0005737	IEA	located_in	cytoplasm	-	Component
9913	280734	GO:0016020	IEA	located_in	membrane	-	Component
9913	280737	GO:0005154	IEA	enables	epidermal growth factor receptor binding	-	Function
9913	280737	GO:0005615	IEA	located_in	extracellular space	-	Component
9913	280737	GO:0005886	IEA	located_in	plasma membrane	-	Component
9913	280737	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280737	GO:0008083	IEA	enables	growth factor activity	-	Function
9913	280737	GO:0016021	IEA	located_in	integral component of membrane	-	Component
9913	280737	GO:0051781	IEA	involved_in	positive regulation of cell division	-	Process
9913	280740	GO:0004089	IEA	enables	carbonate dehydratase activity	-	Function
9913	280740	GO:0005737	ISS	located_in	cytoplasm	-	Component
9913	280740	GO:0005886	ISS	located_in	plasma membrane	-	Component
9913	280740	GO:0008270	IEA	enables	zinc ion binding	-	Function
9913	280740	GO:0038166	ISS	involved_in	angiotensin-activated signaling pathway	-	Process
9913	280740	GO:0044070	ISS	involved_in	regulation of anion transport	-	Process
9913	280740	GO:0051453	ISS	involved_in	regulation of intracellular pH	-	Process
9913	280740	GO:2001150	ISS	involved_in	positive regulation of dipeptide transmembrane transport	-	Process
9913	280741	GO:0008270	IEA	enables	zinc ion binding	-	Function
9913	280741	GO:0031225	IEA	located_in	anchored component of membrane	-	Component
9913	280742	GO:0004089	IEA	enables	carbonate dehydratase activity	-	Function
9913	280742	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280742	GO:0006730	IEA	involved_in	one-carbon metabolic process	-	Process
9913	280742	GO:0008270	IEA	enables	zinc ion binding	-	Function
9913	280745	GO:0005044	IEA	enables	scavenger receptor activity	-	Function
9913	280745	GO:0006897	IEA	involved_in	endocytosis	-	Process
9913	280745	GO:0009897	IEA	located_in	external side of plasma membrane	-	Component
9913	280745	GO:0016021	IEA	located_in	integral component of membrane	-	Component
9913	280745	GO:0097190	IEA	involved_in	apoptotic signaling pathway	-	Process
9913	280746	GO:0005178	ISS	enables	integrin binding	-	Function
9913	280746	GO:0005886	ISS	located_in	plasma membrane	-	Component
9913	280746	GO:0007155	ISS	involved_in	cell adhesion	-	Process
9913	280746	GO:0007338	ISS	involved_in	single fertilization	-	Process
9913	280746	GO:0007342	ISS	involved_in	fusion of sperm to egg plasma membrane involved in single fertilization	-	Process
9913	280746	GO:0008285	ISS	involved_in	negative regulation of cell population proliferation	-	Process
9913	280746	GO:0008347	IEA	involved_in	glial cell migration	-	Process
9913	280746	GO:0009897	IEA	located_in	external side of plasma membrane	-	Component
9913	280746	GO:0014905	ISS	involved_in	myoblast fusion involved in skeletal muscle regeneration	-	Process
9913	280746	GO:0016020	ISS	located_in	membrane	-	Component
9913	280746	GO:0030913	ISS	involved_in	paranodal junction assembly	-	Process
9913	280746	GO:0031623	ISS	involved_in	receptor internalization	-	Process
9913	280746	GO:0032991	IEA	part_of	protein-containing complex	-	Component
9913	280746	GO:0035036	ISS	involved_in	sperm-egg recognition	-	Process
9913	280746	GO:0051271	IEA	involved_in	negative regulation of cellular component movement	-	Process
9913	280746	GO:0070062	IEA	located_in	extracellular exosome	-	Component
9913	280746	GO:0071404	ISS	involved_in	cellular response to low-density lipoprotein particle stimulus	-	Process
9913	280746	GO:0090331	ISS	involved_in	negative regulation of platelet aggregation	-	Process
9913	280746	GO:1905521	IEA	involved_in	regulation of macrophage migration	-	Process
9913	280748	GO:0004771	IEA	enables	sterol esterase activity	-	Function
9913	280748	GO:0004806	IEA	enables	triglyceride lipase activity	-	Function
9913	280748	GO:0005576	IEA	located_in	extracellular region	-	Component
9913	280748	GO:0005737	ISS	located_in	cytoplasm	-	Component
9913	280748	GO:0008126	IEA	enables	acetylesterase activity	-	Function
9913	280748	GO:0016042	IEA	involved_in	lipid catabolic process	-	Process
9913	280749	GO:0005615	ISS	located_in	extracellular space	-	Component
9913	280749	GO:0007186	ISS	involved_in	G protein-coupled receptor signaling pathway	-	Process
9913	280749	GO:0010469	ISS	involved_in	regulation of signaling receptor activity	-	Process
9913	280749	GO:0010893	ISS	involved_in	positive regulation of steroid biosynthetic process	-	Process
9913	280749	GO:0016913	ISS	enables	follicle-stimulating hormone activity	-	Function
9913	280749	GO:0016914	ISS	part_of	follicle-stimulating hormone complex	-	Component
9913	280750	GO:0002434	ISS	involved_in	immune complex clearance	-	Process
9913	280750	GO:0005615	ISS	located_in	extracellular space	-	Component
9913	280750	GO:0005634	ISS	located_in	nucleus	-	Component
9913	280750	GO:0005737	ISS	located_in	cytoplasm	-	Component
9913	280750	GO:0005739	ISS	located_in	mitochondrion	-	Component
9913	280750	GO:0005743	ISS	located_in	mitochondrial inner membrane	-	Component
9913	280750	GO:0005829	ISS	located_in	cytosol	-	Component
9913	280750	GO:0031333	ISS	involved_in	negative regulation of protein-containing complex assembly	-	Process
9913	280750	GO:0031625	ISS	enables	ubiquitin protein ligase binding	-	Function
9913	280750	GO:0032436	ISS	involved_in	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	-	Process
9913	280750	GO:0034366	ISS	part_of	spherical high-density lipoprotein particle	-	Component
9913	280750	GO:0042127	ISS	involved_in	regulation of cell population proliferation	-	Process
9913	280750	GO:0042583	IEA	located_in	chromaffin granule	-	Component
9913	280750	GO:0043065	ISS	involved_in	positive regulation of apoptotic process	-	Process
9913	280750	GO:0043231	ISS	located_in	intracellular membrane-bounded organelle	-	Component
9913	280750	GO:0048260	ISS	involved_in	positive regulation of receptor-mediated endocytosis	-	Process
9913	280750	GO:0048471	ISS	located_in	perinuclear region of cytoplasm	-	Component
9913	280750	GO:0050821	ISS	involved_in	protein stabilization	-	Process
9913	280750	GO:0051082	ISS	enables	unfolded protein binding	-	Function
9913	280750	GO:0051092	ISS	involved_in	positive regulation of NF-kappaB transcription factor activity	-	Process
9913	280750	GO:0051787	ISS	enables	misfolded protein binding	-	Function
9913	280750	GO:0051788	ISS	involved_in	response to misfolded protein	-	Process
9913	280750	GO:0061077	ISS	involved_in	chaperone-mediated protein folding	-	Process
9913	280750	GO:0062023	ISS	colocalizes_with	collagen-containing extracellular matrix	-	Component
9913	280750	GO:0097193	ISS	involved_in	intrinsic apoptotic signaling pathway	-	Process
9913	280750	GO:0099020	ISS	located_in	perinuclear endoplasmic reticulum lumen	-	Component
9913	280750	GO:0140603	ISS	NOT enables	ATP hydrolysis activity	-	Function
9913	280750	GO:1902230	ISS	involved_in	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	-	Process
9913	280750	GO:1905907	ISS	involved_in	negative regulation of amyloid fibril formation	-	Process
9913	280750	GO:2000060	ISS	involved_in	positive regulation of ubiquitin-dependent protein catabolic process	-	Process
9913	280750	GO:2001244	ISS	involved_in	positive regulation of intrinsic apoptotic signaling pathway	-	Process
9913	280752	GO:0003723	IEA	enables	RNA binding	-	Function
9913	280752	GO:0005615	IEA	located_in	extracellular space	-	Component
9913	280752	GO:0005886	IEA	located_in	plasma membrane	-	Component
9913	280752	GO:0007409	IEA	involved_in	axonogenesis	-	Process
9913	280752	GO:0008344	IEA	involved_in	adult locomotory behavior	-	Process
9913	280752	GO:0009214	IEA	involved_in	cyclic nucleotide catabolic process	-	Process
9913	280752	GO:0009636	IEA	involved_in	response to toxic substance	-	Process
9913	280752	GO:0042470	IEA	located_in	melanosome	-	Component
9913	280752	GO:0043209	IEA	located_in	myelin sheath	-	Component
9913	280752	GO:0048709	IEA	involved_in	oligodendrocyte differentiation	-	Process
9913	280753	GO:0003214	IEA	involved_in	cardiac left ventricle morphogenesis	-	Process
9913	280753	GO:0005794	IEA	located_in	Golgi apparatus	-	Component
9913	280753	GO:0008270	IEA	enables	zinc ion binding	-	Function
9913	280753	GO:0016055	IEA	involved_in	Wnt signaling pathway	-	Process
9913	280753	GO:0030070	IEA	involved_in	insulin processing	-	Process
9913	280753	GO:0030072	IEA	involved_in	peptide hormone secretion	-	Process
9913	280753	GO:0030658	IEA	located_in	transport vesicle membrane	-	Component
9913	280753	GO:0030667	IEA	located_in	secretory granule membrane	-	Component
9913	280753	GO:0033366	IEA	involved_in	protein localization to secretory granule	-	Process
9913	280753	GO:0042043	IEA	enables	neurexin family protein binding	-	Function
9913	280753	GO:0050839	IEA	enables	cell adhesion molecule binding	-	Function
9913	280753	GO:0072657	IEA	involved_in	protein localization to membrane	-	Process
9913	280755	GO:0001963	IEA	involved_in	synaptic transmission, dopaminergic	-	Process
9913	280755	GO:0006954	IEA	involved_in	inflammatory response	-	Process
9913	280755	GO:0007165	IEA	involved_in	signal transduction	-	Process
9913	280755	GO:0007565	IEA	involved_in	female pregnancy	-	Process
9913	280755	GO:0045202	IEA	located_in	synapse	-	Component
9913	280755	GO:0051461	IEA	involved_in	positive regulation of corticotropin secretion	-	Process
